Word,Count
GameModeTest.h,1
Config.h,1
nRemMillisecs,1
entity's,1
ONLY,1
elapsing,1
\view,\,1
Owner,1
add/updatePlayer(),1
associated,1
enter,1
▓████████░▒██████████▓▒░░░░░░████████▓░█████████████▓░░░░░█▓▒█████░░▓▓▒░▓████▓▒█▒▒████████░░░░░░▓███████▒░▒████████░▒██████████▒░░▓████████░▓██████████▓▓░░░░░░░░░░░░▒▓████████████▓▒░░░░░▒▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓░░████████░░░░░░████████░▓███████▓░░░░░▓███████▒,1
\walls,\,1
(y,1
others,1
msg.m_fPlayerAngleY;,1
timeRemainingSecs,1
to:,1
(player.getHealth(),1
\Z-axis,\,1
Z-axis,1
\"\const\,1
FovX,1
fStrafeDistance,1
air:,1
preset,1
clients:,1
CPlayer,1
Other,1
PlayerHandling.h,1
horrible,1
]Table:,1
player:,1
bitmaps,1
appropriate,1
definitions,1
False,1
idea:,1
Might,1
Project):,1
cases:,1
itemrect,1
produces,1
player.getPos().getOld();,1
multi-element,1
player.getHealth().getOld());,1
bugs,1
\methods,\,1
Create,1
MsgUserUpdateFromServer;,1
\previously,\,1
BulletId,1
forward/up,1
At,1
trick,1
respawn-invulnerability,1
supervising,1
\inversion,\,1
2:,1
\platform,\,1
\start"\);\,1
getGuiInstance(),1
concerns,1
▓████████░░░░░░░░░░░░░░░░░░░░████████▓░░░░░░░░█████████░░░░░▒███▓▓▓▓▓▓▓▓▓▓███▓░░░░░░▓███████▓▒███████▓░░░░▓████████░░░░░░░░░░░░░░░█████████░░░░░░░░░░░░░░░░░░▓████████▒░░░░░░░░░▒████████▒░░░░░░░░░░░░░░░░░░░▓███████████▒████████░░░███████████▓▓███████▒,1
\mspaint),\,1
Handles,1
removes,1
getSizeVec().getX(),1
tx,1
mousewheel,1
(x,1
running,1
From,1
WeaponHandling.cpp,1
\"\The\,1
PureVector(player.getPos().getNew()).setY(obj->getPosVec().getY(),1
denied,1
bAreWeTestingReleaseBuild,1
\mpy,\,1
((m_gui.getMenuState(),1
timeStart;,1
std::vector,1
\update"\);\,1
nMouseWheelChange);,1
completely,1
pulled,1
meaning,1
\v0.1.6.1,\,1
timesteps,1
setFragLimit(),1
\cancel,\,1
\case),\,1
fAlignCloseToWall),1
TextUnformatted(),1
simple,1
inaccessible,1
ImGuiTableFlags_Borders,1
https://github.com/Code-Building/ImGuiBuilder,1
empty);,1
flagsDrawListOriginal;,1
processMessages(),1
(ul_reason_for_call),1
\interleaved,\,1
game's,1
_neighbor_,1
\server-side,\,1
\(!gameMode.renamePlayer(playerIt->second.getName().c_str(),\,1
playerIt->second.getName(),1
feature:,1
inc,1
\available,\,1
\pWpnBecomingAvailable->getMagBulletCount(),\,1
process.h,1
overlapping,1
m_gameMode,1
frequently,1
\msecs,\,1
SetActiveWindow(hDialogWndFullscreen);,1
proofps_dd::Player::fSomersaultGroundImpactForceX,1
\wpn->getState().getOld(),\,1
\together,\,1
responsibility,1
presented,1
▓▓▓▓▓▓▓▓▓░░▓▓▓▓▓▓▓▓▓▓▓▓▓▓▒░░░▓▓▓▓▓▓▓▓▓░▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓░░░░░░░░░▒▒▒▒▒▒▒▒▒▒▒▒░░░░░░░░░░░░▒▒▒▒▒▒▒▒▒▒▒▒░░░░░░░▒▓▓▓▓▓▓▓▓░▒▓▓▓▓▓▓▓▓▓▓▓░░▓▓▓▓▓▓▓▓▓░▒▓▓▓▓▓▓▓▓▓▓▓▓▓▓▒░░▒▓▓▓▓▓▓▓▓▓▓▓▒░▒▓▓▓▓▓▓▓▓▓▓▓░░░░░░░░░░░░░░░░░░░░░░░░▒▒▒▒▒▒▒░░░▓▓▓▓▓▓▓▒░░░░░░▒▒▒▒▒▒░░░▓▓▓▓▓▓▓▓░,1
MsgUserNameChangeAndBootupDone(400)-->|,1
SetActiveWindow(),1
ways,1
break;,1
pointing,1
key.second.c_str());,1
prior,1
\corner,\,1
........,1
Logos,1
updates;,1
listen,1
Yes,1
cheat,1
Z-fighting,1
subtract,1
continue,1
Must,1
\"\#\,1
subtracting,1
\works,\,1
Reason:,1
update;,1
removing:,1
rule,1
PURE_ONE_MINUS_SRC_ALPHA),1
(m_mapPlayers.end(),1
listing,1
timeStart,1
Horizontal,1
DeathKillEventLister,1
a.k.a,1
Can,1
congestion,1
effectively,1
movements,1
quite,1
▓████████░░░░░░░░░░░░░░░░░░░░████████▓░░░░░░░░█████████░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▓████████░░░░░░░░░░░░░░░█████████░░░░░░░░░░░░░░░░░░░░▓██████████▒░▒███████████░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░,1
verification,1
https://github.com/proof88/PRooFPS-dd/issues/265,1
point:,1
salto/somersault,1
▓████████░▒█████████████▓░░░░████████▓░█████████████▓▒░░░░▒▒░▒▒▒▒▒░░▓▓░░▒▒▒▒▒░░▒░░████████░░░░░░▓███████▒░▒████████░▒██████████▒░░▓████████░▓█████████████▓░░░░░░░▒▓███████████▓▒░░░░░░░░░▓███████████████░░████████░░░░░░███████▓░▓███████▓░░░░░▓███████▒,1
Weapons,1
XHair.cpp,1
now:,1
m_nPlayerRespawnDelaySecs,1
\ImGui::SetTooltip("\%s"\,\,1
future:,1
ammo,1
model,1
Colliding(),1
object's,1
wouldnt,1
RegTestBasicServerClient2Players.h,1
proofps_dd::GUI::MenuState::None)),1
contantly,1
getBullets(),1
\m_height,\,1
RegTestMapChangeServerClient3Players.h,1
happen;,1
Another,1
per-bullet,1
caution,1
PURE_ONE),1
\connhandle,\,1
SDK:,1
\copied,\,1
described,1
\queue,\,1
List,1
must-have,1
\useful,\,1
reset(),1
(I,1
v0.2.4,1
m_cfgProfiles,1
fPlayerPosXStarted;,1
arpa/inet.h,1
compile,1
Originating,1
resolution,1
PR00FPS-dd,1
MsgUserConnectedServerSelf(400),1
<unistd.h>,1
recent,1
shrinked,1
appended,1
\std::max(0,\,1
occured,1
\"\jump"\\,1
\end(),\,1
serious,1
isSomersaulting(),1
\m_blocks_h,\,1
.cpp,1
\overlapping,\,1
\units,\,1
implementation,1
fatal,1
TRY,1
\"\bootup\,1
outside,1
\delayed,\,1
20),1
doCrouchServer(),1
\confirmed,\,1
\increasing,\,1
player.updateOldValues(),1
window's,1
\interface,\,1
(connection,1
vecProjected)),1
DeathKillEventLister.h,1
▓▓▓▓▓▓▓▓▓░░▓▓▓▓▓▓▓▓▓▓▓▒▒░░░░░▓▓▓▓▓▓▓▓▓░▓▓▓▓▓▓▓▓▓▓▓▓▒▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▓▓▓▓▓▓▓▓░▒▓▓▓▓▓▓▓▓▓▓▓░░▓▓▓▓▓▓▓▓▓░▒▓▓▓▓▓▓▓▓▓▓▓▓▒░░░░░░▒▓▓▓▓▓▓▓▓▓▒░▒▓▓▓▓▓▓▓▓▒▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▓▓▓▓▓▓▓▒░░░░░░░░░░░░░░░▒▓▓▓▓▓▓▓░,1
\"\yes"\\,1
(absolute,1
matrix[i][j],1
eased,1
MsgCurrentWpnUpdateFromServer(100)--->|,1
\goal,\,1
edits,1
col0,1
Player&,1
Colliding_NoZ(),1
LEFT,1
Microsoft,1
\in,\,1
somewhat,1
[],1
proofpsAppMsgId);,1
\animation,\,1
dies,1
GameInfoPage,1
torn,1
expensive,1
bug,1
delaying,1
counts,1
m_foregroundBlocks_h,1
TX,1
dropped,1
force-inserting,1
\committed,\,1
\depth,\,1
+1,1
Here,1
\sets,\,1
\created,\,1
reduce,1
IP:,1
teleport,1
\early,\,1
length,1
bRequestReload,1
m_vecJumpForce.getX());,1
\"\relative\,1
PR00F88,1
tests.push_back(std::unique_ptr<UnitTest>(,1
tunnel),1
\packet,\,1
requests,1
synchronized,1
development,1
perspective,1
Fixed/Auto,1
\"\NOT\,1
drawJoinGameMenu,1
Info:,1
\thing,\,1
\/*iterations*/,\,1
cheap,1
\overlapping),\,1
\function,\,1
No,1
proofps_dd::GUI::MenuState::None),1
80.f,1
^,1
handleDeathNotificationFromServer(),1
\1080p,\,1
\shown,\,1
m_gui.getMinimap()->show();,1
(Free,1
YPPos,1
Player.cpp,1
65535,1
std::chrono::steady_clock::now();,1
waste,1
fragcount,1
\cb,\,1
Why,1
\Connected,\,1
pickupable,1
Imagine,1
normalized,1
(partially,1
everybody,1
closes,1
{100},1
not:,1
newer,1
\states,\,1
WA:,1
notifying,1
conclusions:,1
decreases,1
worth,1
m_bAllowStrafeMidAir,1
armor,1
none,1
(m_nServerSideConnectionHandle,1
filled,1
walls,1
\MsgUserSetup,\,1
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▒▓▓████▓▓▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▓██░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░,1
C,1
nPhysicsRate,1
two,1
sense,1
(sHint.empty()),1
killing,1
https://github.com/pthom/imgui_bundle/,1
column-to-column,1
m_bCrouchingStateCurrent,1
\error."\\,1
\list!"\,\,1
automatic,1
entries,1
\those,\,1
\sent,\,1
aware,1
support:,1
\validity,\,1
(invalid),1
\65,535\,1
recording,1
Return,1
\minPhysicsRate,\,1
on-disk,1
\sNewName,\,1
\updateXHair(),\,1
\m_width,\,1
optimization:,1
report,1
\pitch/yaw,\,1
\3D,\,1
true;,1
closing,1
\dependency,\,1
getMinimap...(),1
construction,1
(ServerStub,1
\validate(),\,1
clean,1
itself),1
146,1
wpnHandling,1
Scaling,1
retrieve,1
numbers,1
breakpoint,1
hCurWnd,1
respawn(),1
after:,1
\ctors,\,1
PgeGnsServer's,1
trouble,1
10,1
100%,1
FFA,1
disconnecting:,1
https://github.com/pthom/hello_imgui,1
Available:,1
trim,1
switches,1
\Physics::serverGravity(),\,1
works,1
bigger,1
CONTROL,1
relies,1
EVERYTHING,1
manual:,1
periodically,1
proofps_dd::MsgCurrentWpnUpdateFromServer::id),1
\HandlePlayerDied(),\,1
noting,1
InputSim.h,1
\(MsgUserConnected,\,1
fDistance,1
allowed:,1
load(),1
\over,\,1
MapItems,1
fFps,1
listen-,1
distribution,1
compilation,1
information,1
returning,1
\(65535,65535)\,1
occur:,1
availableMaps,1
timeStrafeStarted,1
\getConsole().EOLn("\%s()\,1
player.isNetDirty(),1
Mixed,1
\createAndGet(),\,1
░░▒██████████████████████████████████████████████████████████████████████████████▓▓▓▓████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▒,1
always-existing,1
Initializing,1
END,1
happen:,1
Player's,1
finished,1
\expires,\,1
\sClientUserName.c_str(),\,1
\ul_reason_for_call,\,1
\center,\,1
m_vecUnprojected,1
evaluateInstance(),1
bMe,1
\handleUserSetupFromServer(),\,1
drawGameObjectives(),1
stepping,1
init,1
enables,1
\soon,\,1
3rd,1
_WIN32_WINNT,1
Server-side,1
\v0.1.6,\,1
UpdateVisibilitiesForRenderer(),1
alter,1
(hDialogWndFullscreen,1
\jump-up,\,1
repositioning,1
first),1
difficulties,1
suicides,1
edges,1
Visual,1
Salto/somersault,1
\unit,\,1
▓████████░░░░░░░░░░░░░░░░░░░░████████▓░░░░░░░░█████████░░░██░█████▓▒▒▒▒▓█████░██▒░████████▒░░░░▒████████░░▓████████░░░░░░░░░░░░░░░█████████░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▓██████████▒░░░░░░░░░░░░░░░░░░░████████░░░░░░████████░▒████████░░░░░▓███████▒,1
calculation,1
NEW,1
\starts,\,1
\Originally,\,1
\listening,\,1
processed:,1
nOldUnmagCount,1
m_items,1
Now,1
v0.1.5,1
profile,1
▓████████░░░░░░░░▒████████▓░░████████▓░░░░░░░░▓████████░░░█▓░█████░░░░░░▓████▒▓█▒░████████░░░░░░▓███████▒░▒████████░░░░░░░░░░░░░░░▓████████░░░░░░░░▒████████▒░░▓███████▓▓▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░████████▒░░░░░███████▓░▒███████▓░░░░░▓███████▒,1
off:,1
generating,1
\1!"\,\,1
\items,\,1
getServer(),1
introduces,1
Task:,1
append,1
\getConsole().EOLn("\Expired,\,1
received/sent,1
filenames,1
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▓▒▓▒░░▓▓▓▒▒▓▓▒░▓██▓▒░▒▓▒▓▓░░▓▓▓▒▒▒▒███▓░░▒▒▒▒▓▓▒░▓██▒░▓▓▓▒▓▓▓▒░▓▓▓▒▒▓▓▒▒▒▓▓▒░░▒▓▒▓▒░░▓▓▓▒▓▓▓▒░███▓▒░░░░░░░░░░,1
\delay,\,1
evenly,1
Strafe.cpp,1
rocketl_xpl.obj,1
represent,1
ended,1
allready,1
\added,\,1
growth,1
bug:,1
Editors:,1
1/3,1
AGAIN,1
online,1
\front,\,1
DLL_THREAD_DETACH:,1
\m_maps.fMapBlockSizeWidth,\,1
DEFAULT,1
bottom-right,1
Filename,1
m_nTimeRemainingMillisecs,1
internal,1
picking,1
fCamPosOffsetX,1
monitoring,1
setup,1
PRooFPSddPGE::updateFramesPerSecond(),1
\magnitude,\,1
pge_network::PgePacket::getServerSideConnectionHandle(pkt)),1
ExpectedPktStatsRanges,1
patient,1
dumping,1
assumption,1
\msg.m_szWpnCurrentName,\,1
InputHandling.cpp,1
MapsTest.h,1
\networking,\,1
\row-by-row,\,1
\sounds,\,1
player.getPos().getNew().getX();,1
mapItem.Take(),1
fictive,1
3-param,1
formula,1
gets,1
AndBootupDone(400),1
\humans,\,1
READY,1
validateConfig(),1
\m_gui.textPermanent("\Server,\,1
\list,\,1
\vecExpectedStrings[iVec].c_str(),\,1
\anytime,\,1
reloads,1
rolling,1
mixed,1
gui,1
\show,\,1
\deleted,\,1
isKeyPressed(),1
respective,1
Maps.cpp,1
specify,1
Close,1
(!bServer),1
(const,1
settling,1
relayed,1
Mapcycle.cpp,1
subsystems,1
\moment,\,1
iterated,1
\meantime,\,1
PgePktUserConnected,1
hierarchical,1
[-m_maps.width(),1
Weapon-related,1
▓▓▓▓▓▓▓▓▓░░░░░░░▒▓▓▓▓▓▓▓▓▓▒░░▓▓▓▓▓▓▓▓▓░░░░░░░▓▓▓▓▓▓▓▓▓▓░░░░▒▓▓▓▒▒▒▒▒▒░▒▒▒▒▒▓▓▓▒░░░░▒▓▓▓▓▓▓▓▓▓▒▓▓▓▓▓▓▓▓▒░░░▒▓▓▓▓▓▓▓▓░░░░░░░░░░░░░░░▓▓▓▓▓▓▓▓▓░░░░░░░▒▓▓▓▓▓▓▓▓▓▒░▓▓▓▓▓▓▓▓▓░░░░░░░░▒▓▓▓▓▓▓▓▓▓░░░░░░░░░░░░░░░░░░░░▒▓▓▓▓▓▓▓▓▓▓▓▒▓▓▓▓▓▓▓▓░░░▒▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▒,1
▒▒▒▒▒▒▒▒▒░░▒▒▒▒▒▒▒░░░░░░░░░░░▒▒▒▒▒▒▒▒▒░▒▒▒▒▒▒▒▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▒▒▒▒▒▒▒░░▒▒▒▒▒▒▒▒▒▒▒░░▒▒▒▒▒▒▒▒▒░▒▒▒▒▒▒▒▒░░░░░░░░░░░░░░░░▒▒▒▒▒▒░░▒▒▒▒▒▒▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▒▒▒▒▒▒▒░░░░░░░░░░░░░░░▒▒▒▒▒▒▒▒░,1
disabling/enabling,1
comboForceMapStart,1
Useful,1
fine-grade,1
\m_gui.textForNextFrame("\ASDASDASDASDASDASDASDASDASDASDASDASDASDASDASDASDASDASDASDASD"\,\,1
iActiveItemMapsAvailable);,1
highest,1
\m_pObjXHair->getPosVec().getY(),\,1
PRooFPS-dd.rc,1
Continuous,1
\restartWithoutRemovingPlayers(),\,1
locations,1
Frag,1
new:,1
\CConsole::getConsoleInstance().EOLn("\"\);\,1
Milliseconds,1
upper-left,1
Networking.h,1
\Joe,\,1
Hint:,1
untaken,1
1024x768,1
certain,1
by:,1
strafe:,1
UPDATED,1
\active,\,1
y),1
msg.m_pos.x);,1
forever-invulnerable,1
whose,1
non-existing,1
Strafe::NONE),1
Basically,1
straightforward,1
modified:,1
servers,1
\accepted!"\,\,1
\player.getHealth(),\,1
\tickrate,\,1
20;,1
5,1
keyboard,1
zeros,1
serverCheckAndUpdateWinningConditions();,1
\millisecs"\,\,1
proactively,1
fixing,1
Considering,1
bored,1
\columns,\,1
\etc.),\,1
mousewheel:,1
@TICKRATE,1
PgeServer::Update(),1
BOOL,1
paragraph,1
loads,1
anomalies,1
lerp,1
\m_foregroundBlocks_h,\,1
disallowed,1
rotation,1
\earlier,\,1
keybdRelease,1
reply,1
\lower,\,1
all),1
Deaths,1
non-explosive,1
useful,1
RECTs,1
constant/even,1
std::chrono::duration_cast<std::chrono::milliseconds>(timeStart,1
(bitmaps,1
SharedWithTest.cpp,1
(game),1
allocation,1
identifies,1
mouse_event(),1
\3,\,1
PRooFPS-dd.cpp,1
MapTestsCommon.h,1
\nRandom,\,1
\handleDeathNotificationFromServer(),\,1
▓████████░░▒▒▒▒▒▒░░░░░░░░░░░░████████▓░▒▒▒▒▒▓█████████▒░░░█▓▒█████▓▓▒▒▒▓█████▓▒█▒▒████████░░░░░░▓███████▒░▓████████░░░░░░░░░░░░░░░▓████████░░▒▒▒▒▒▒░░░░░░░░░░░░░░░░░░░░░░▒████████████▓░░░░░░░░░░░░░░░░░░░░░████████░░░░░░████████░▓███████▓░░░░░▓███████▒,1
mixing,1
fStrafeDistance);,1
matching,1
cos(),1
\modifiable,\,1
\MapItem,\,1
\update,\,1
ensuring,1
value-returning,1
▓▓▓▓▓▓▓▓▓░░░░░░░░▒▓▓▓▓▓▓▓▓▓░░▓▓▓▓▓▓▓▓▓░░░░░░░░▓▓▓▓▓▓▓▓▓░░░▓▓▓▒▒▓▓▓▓▓▒▒▓▓▓▓▓▒▒▒▓▓░░▓▓▓▓▓▓▓▓▓▓▒▒▓▓▓▓▓▓▓▓▓▓░░▒▓▓▓▓▓▓▓▓░░░░░░░░░░░░░░░▓▓▓▓▓▓▓▓▓░░░░░░░░▒▓▓▓▓▓▓▓▓▓░▓▓▓▓▓▓▓▓█░░░░░░░░░▓▓▓▓▓▓▓▓▓░░░░░░░░░░░░░░░░░░░▒▓▓▓▓▓▓▓▓▓▓▓▓▒▓▓▓▓▓▓▓▓░░▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▒,1
strictly,1
Ctrl+F,1
update:,1
rate-limiting,1
\updated,\,1
recently,1
https://github.com/Half-People/HImGuiEditor/tree/main,1
bValidConnection,1
necessarily,1
\player.getGravity(),\,1
validations,1
blurry,1
fPureX,1
\crouch,\,1
\forever,\,1
\direction,\,1
trimmed:,1
\m_pObjXHair->getPosVec().getX(),\,1
always-connected,1
RIGHT-NONE-RIGHT,1
\WON,\,1
dry,1
0.96f,1
cvar.getShortHint(),1
Durations.h,1
See,1
decremented,1
\wall"\);\,1
shown,1
roll,1
PgeGnsClient::m_hConnectionServerSide,1
\player.getName().c_str(),\,1
technique,1
successful,1
inputs,1
\drawXHairHoverText(),\,1
iElem);,1
Empty,1
comparing,1
\std::unordered_multiset,\,1
simulatenously,1
mouseScroll,1
TableHeader(),1
project2dTo3d(),1
limited,1
\mpx,\,1
154,1
2.f,1
hides,1
bGameSessionWon,1
\gun,\,1
supported,1
wide,1
playerConst.getInvulnerability());,1
specifies,1
position),1
\//getConsole().EOLn("\Got\,1
after-blinking,1
authorative,1
\FovY,\,1
WeaponClient,1
Earliest,1
player.getPos().getY(),1
GAME_PLAYERS_POS_Z,1
\1"\,\,1
180.f,1
m_vecJumpForce.SetY(getPos().getNew().getY(),1
per-axis,1
chrono,1
garbage,1
sNewName,1
Sticking,1
\disconnected,\,1
faster:,1
\work,\,1
vecProjected;,1
dead:,1
playerIt->second.getIpAddress(),1
answering,1
chars,1
pushed,1
top-left,1
Precompiled,1
reasons:,1
\true!"\,\,1
\milliseconds,\,1
createExplosionServer(),1
client:,1
SetCursorPos(rectServerGameWindow.right,1
░░░░░░░░▓████░▒████░░░░░░░░▒▓▒▒░░░░░░░░░▒▒█████████████████████████████████████░▒▒▒▒▒▒▒░████░░██████████████▓░▓█░░▓███████████▒░███████▒░█████████▓░▒████░░█████████░▒█████████████░▒██████████████████████████████████████████▓▓▒░░░░░░░░░░░░░░░░░░░░░░░░,1
unprojecting,1
functionalities,1
GUI::drawMainMenuCb(),1
\item,\,1
other.m_cfgProfiles;,1
(playerIt,1
since:,1
consider,1
Shooting,1
aligned,1
Z-coords,1
decrement,1
GAME_FALL_GRAVITY_MIN,1
(caused,1
mapcycle-available,1
Instead,1
\trigger!"\,\,1
unloaded,1
anytime,1
switched,1
\end"\);\,1
m_mapClients,1
necessary,1
\vecProjected.getX(),\,1
handleWeaponStateChangeShared(),1
officially,1
axis,1
mainLoopConnectedServerOnlyOneTick(),1
resets,1
\checker,\,1
\steps,\,1
timeStrafeStarted).count());,1
\iGameModeType,\,1
accept,1
online:,1
dynamically,1
graphical,1
░░░░▓████████████████████████████████████████░░▒████▓░▒░███████▓▒▒▒▒▒▒▒▒▒▒▓████░▒▒▒▒▒▒▒▒███▒▒█████▒░████████▓░▓███▒░▒█████████▒░███████▒░█████████████░▒████████████░▒█████████████░▒▓▓▓▓▓█████████████████████████████████████████████████████████▒░░░░░░,1
Currently,1
Finally,1
non-dry-run,1
Mapcycle.h,1
Typical,1
overlap,1
mpy,1
player.getPos().getNew(),1
Z-ordering,1
\vecProjected.getY(),\,1
fetched,1
in:,1
overdrawing,1
\m_fSomersaultAngle,\,1
repositioned,1
map_.txt,1
\ridiculous,\,1
1.),1
100);,1
APIENTRY,1
\non-dry-run,\,1
FIFO,1
Renders,1
attack(),1
variables:,1
\"\If\,1
Strafe.h,1
LEFT-NONE-LEFT,1
sphere,1
\Mapcycle,\,1
proofps_dd::GameMode,1
Secondary,1
\%b,\,1
evaluatePktStatsServer,1
SetActiveWindow(hDialogWndServerOrClient);,1
decouple,1
BringWindowToFront(),1
\blocking,\,1
Similar,1
#################################,1
\less,\,1
));,1
host,1
https://pthom.github.io/imgui_manual_online/manual/imgui_manual.html,1
m_pConfig->validate();,1
\unproject,\,1
be:,1
various,1
\"\map_warena.txt"\,\,1
waiting,1
preallocate,1
dry-run,1
Durations,1
\debug,\,1
\swap(),\,1
*m_obj;,1
naturally:,1
counting,1
\connect,\,1
proofps_dd::MapItem::getObject3D(),1
updateXHair(),1
destroying,1
sMapName,1
https://stackoverflow.com/questions/42531/how-do-i-call-createprocess-in-c-to-launch-a-windows-executable,1
items_separated_by_zeros,1
timeStrafeStarted;,1
Flash),1
old:,1
-------->|,1
768,1
bullets_default,1
fRadiusDamage,1
░░▓███████████████████████████████████████████████████▓████████████████████████░▒▒▒▒▒▒▒░█████▒░░░░▓██████████▓███████▓▓████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▓░░,1
DLL_PROCESS_DETACH:,1
MsgWpnUpdateFromServer,1
Platformer,1
\getConsole().EOLn("\Tick\,1
Logo,1
divide,1
RunTime,1
clientUpdateBullets(),1
CreateProcess,1
\handling,\,1
Object3DManager,1
\specified,\,1
\90.f,\,1
\onGameInitialized(),\,1
fCamPosOffsetY,1
\gradually,\,1
DO,1
Btw,1
bazooka,1
\up"\,\,1
\ms,\,1
\restart,\,1
duplicate/redundant,1
bOriginalExpectingStartPos,1
Inj'd,1
followed,1
normal,1
initPkt(),1
Name,1
reflecting,1
TESTING,1
\switch,\,1
░░░░░░░▓███▓████████░░░░░░░▓███▒░░░░▒░░░░░░░░░░░░░░░░░▒▓███████████████████████▒▓▓▓▓▓▓▓▒████▒░▓██▓░░████████▓░▓████▒░▒████████▓▒████████▓████████████████████████████████████████████████████████████████████████████████▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░,1
asd,1
getPure().WriteList();,1
v0.2.2.0,1
\it!"\,\,1
'text',1
1-line,1
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▒▓██▓▓░░░░░░▓███▓▓▓▒▒░░░░░░░░░▓███▓░░░░░░░░░░░░░░░░▓███▓░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▒▒▒▒▒▒▒▒▓█████████████▓░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░,1
deletes,1
\estimation,\,1
itTargetWpn->second.c_str());,1
vecOriginalJumpForce,1
precisely,1
\"\fixed"\\,1
registered,1
\down,\,1
misleading,1
causes,1
redundant:,1
cache,1
\Maps,\,1
(keep,1
text.c_str());,1
command,1
patience,1
preferred,1
fitting,1
m_players,1
Connecting,1
vector-scalar,1
bJumpInduced,1
\object,\,1
miss,1
surface,1
\ImGuiTableColumnFlags_WidthFixed,\,1
available:,1
tooltip,1
FragTableRow,1
passed,1
unforeseen,1
Remaining,1
\trivial,\,1
\vec,\,1
sInitialName,1
pge_network::ServerConnHandle,1
highlighted,1
BIG,1
puts,1
static_cast<int>(m_pConfig->getPlayerRespawnDelaySeconds()),1
increasing,1
(nTimeLimitSecs-2),1
\0!"\,\,1
too:,1
direct,1
especially,1
HMODULE,1
\behavior,\,1
picks,1
imgui.h:,1
m_timeFullRoundtripStart,1
in-game),1
clones,1
kills,1
continuity,1
operator=,1
plane,1
m_mapPlayers[connHandle],1
iPhyIter,1
increase,1
option,1
timeDiffSeconds);,1
jump:,1
205,1
\backward,\,1
regularly,1
closest,1
user's,1
count:,1
Rx'd,1
\as_const(),\,1
szNewUserName)),1
\RegTestMapChangeServerClient3Players(60,\,1
\corner."\\,1
getters,1
static_cast<int>(msg.m_state));,1
https://github.com/ocornut/imgui/tree/master/docs,1
v0.2.0.0:,1
obj,1
time-related,1
Clears,1
drawTextShadowed,1
getPos().commit(),1
centered,1
coord,1
tunnel,1
\msg.m_nMagBulletCount,\,1
msg.m_bCrouch);,1
getInput().getMouse().SetCursorPos(),1
query,1
querying,1
\fCursorNewX,\,1
enqueued,1
clientMouseWhenConnectedToServer(),1
synchronization,1
45,1
PlayerTest.h,1
serverUpdateBullets(),1
\"\2\,1
response,1
mapcycleReload(),1
mapcycleSaveToFile(),1
analyse,1
fallback,1
radiobuttons,1
ms,1
(,1
\any,\,1
XPos,1
seperated,1
m_vecUnprojected.getY());,1
Win32,1
\2D,\,1
requesting,1
Opened,1
Basic,1
iObjectBgToBeCopied,1
made,1
NOP,1
img,1
Following,1
Turn,1
mismatch,1
one-time,1
IS,1
\flexible,\,1
iActiveItemMapcycle,1
\validation,\,1
\disconnection,\,1
\1/16,\,1
character,1
\coordinates,\,1
recorded,1
borders,1
'###',1
initiate,1
aim,1
bad:,1
situations,1
hints,1
in-game,1
